group,mhc_class,Kd_M,pti_pae_raw
noncognate,I,,24.307886123657227
noncognate,I,,22.55638885498047
noncognate,I,,24.72486686706543
noncognate,I,,24.72486686706543
noncognate,I,,4.923428535461426
noncognate,I,,4.058703899383545
noncognate,I,,4.058703899383545
noncognate,I,,20.653867721557617
noncognate,I,,14.406972885131836
noncognate,I,,14.406972885131836
noncognate,I,,20.793500900268555
noncognate,I,,20.793500900268555
noncognate,I,,7.359894275665283
noncognate,I,,7.359894275665283
noncognate,I,,7.359894275665283
noncognate,I,,7.359894275665283
noncognate,I,,7.359894275665283
noncognate,I,,7.359894275665283
noncognate,I,,7.359894275665283
noncognate,I,,7.359894275665283
noncognate,I,,7.359894275665283
noncognate,I,,7.359894275665283
noncognate,I,,31.0
noncognate,I,,31.0
noncognate,I,,7.323580741882324
noncognate,I,,7.323580741882324
noncognate,I,,15.595333099365234
noncognate,I,,15.595333099365234
noncognate,I,,15.595333099365234
noncognate,I,,15.595333099365234
noncognate,I,,15.595333099365234
noncognate,I,,15.595333099365234
noncognate,I,,15.595333099365234
noncognate,I,,20.651683807373047
noncognate,I,,24.615556716918945
noncognate,I,,24.615556716918945
noncognate,II,,13.34000015258789
noncognate,I,,15.785462379455566
noncognate,I,,15.785462379455566
noncognate,I,,31.0
noncognate,I,,7.034188270568848
noncognate,I,,7.034188270568848
noncognate,I,,5.217121601104736
noncognate,I,,5.217121601104736
noncognate,I,,31.0
noncognate,I,,6.430061340332031
noncognate,I,,6.430061340332031
noncognate,I,,8.835593223571777
noncognate,I,,8.835593223571777
noncognate,I,,8.835593223571777
noncognate,I,,8.835593223571777
noncognate,I,,8.835593223571777
noncognate,I,,8.835593223571777
noncognate,I,,8.835593223571777
noncognate,I,,8.835593223571777
noncognate,I,,8.835593223571777
noncognate,I,,8.835593223571777
noncognate,I,,8.51097297668457
noncognate,I,,8.51097297668457
noncognate,I,,7.336944580078125
noncognate,I,,7.336944580078125
noncognate,I,,3.1736395359039307
noncognate,I,,3.1736395359039307
noncognate,I,,5.646153450012207
noncognate,I,,5.646153450012207
noncognate,I,,21.71653175354004
noncognate,I,,16.46435546875
noncognate,I,,16.46435546875
noncognate,I,,31.0
noncognate,I,,31.0
noncognate,I,,13.742088317871094
noncognate,I,,13.742088317871094
noncognate,I,,24.723371505737305
noncognate,I,,5.165151119232178
noncognate,I,,31.0
noncognate,I,,31.0
noncognate,I,,31.0
noncognate,I,,31.0
noncognate,I,,31.0
noncognate,I,,31.0
noncognate,I,,31.0
noncognate,I,,31.0
noncognate,I,,31.0
noncognate,I,,31.0
noncognate,I,,6.738559722900391
noncognate,I,,6.738559722900391
noncognate,I,,20.230594635009766
noncognate,I,,15.643147468566895
noncognate,I,,15.643147468566895
noncognate,I,,28.74791717529297
noncognate,I,,4.460198402404785
noncognate,I,,4.460198402404785
noncognate,I,,18.376371383666992
noncognate,II,,11.766206741333008
noncognate,II,,24.165138244628906
noncognate,I,,3.079923391342163
noncognate,I,,5.6777777671813965
noncognate,I,,21.870500564575195
noncognate,I,,6.056610584259033
noncognate,I,,6.056610584259033
noncognate,I,,5.506091594696045
noncognate,I,,5.506091594696045
noncognate,I,,20.2874698638916
noncognate,I,,20.2874698638916
noncognate,I,,19.017993927001953
noncognate,I,,22.0589599609375
noncognate,I,,18.946279525756836
noncognate,I,,18.946279525756836
noncognate,I,,18.946279525756836
noncognate,I,,18.946279525756836
noncognate,I,,18.946279525756836
noncognate,I,,18.946279525756836
noncognate,I,,18.946279525756836
noncognate,I,,3.951892852783203
noncognate,I,,3.951892852783203
noncognate,I,,3.951892852783203
noncognate,I,,3.951892852783203
noncognate,I,,3.951892852783203
noncognate,I,,3.951892852783203
noncognate,I,,3.951892852783203
noncognate,I,,20.149417877197266
noncognate,I,,20.149417877197266
noncognate,I,,5.334603309631348
noncognate,I,,5.142658710479736
noncognate,I,,5.142658710479736
noncognate,I,,17.957530975341797
noncognate,I,,17.957530975341797
noncognate,I,,3.9879918098449707
noncognate,I,,3.9879918098449707
noncognate,I,,12.766841888427734
noncognate,I,,12.766841888427734
noncognate,I,,20.99531364440918
noncognate,I,,20.99531364440918
noncognate,I,,19.811466217041016
noncognate,I,,10.529532432556152
noncognate,I,,5.118624687194824
noncognate,I,,5.118624687194824
noncognate,I,,3.8242223262786865
noncognate,I,,5.4077253341674805
noncognate,I,,5.4077253341674805
noncognate,I,,22.61298942565918
noncognate,I,,12.315037727355957
noncognate,I,,12.315037727355957
noncognate,I,,12.315037727355957
